first_name,second_name,web_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,form,id,in_dreamteam,news,news_added,photo,points_per_game,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Rico,Henry,Henry,43,0.0,0.0,194010,0,0,-2,2,0,2,0.0,0.0,0,0.0,103,False,Knee injury - Expected back 01 Jun,2023-09-16T20:00:07.015382Z,194010.jpg,2.6,0.9,False,,i,4,94,13,560091,20,731165,931,0.0,3.0,401,0,1,1,5,0,0,0,1,0,0,0,74,72.8,67.9,17.0,15.7,5,0.07,0.90,0.97,5.12,364,138,282,90,388,138,369,131,,,,,,,0.02,0.0,0.2,0.22,1.15,1.12,608,139,529,219,203,56,196,77,1.12,0.22
Charlie,Goode,Goode,39,0.0,0.0,213687,0,0,-1,1,0,2,0.0,0.0,0,0.0,102,False,On loan to Wigan Athletic until the end of the season,2024-01-24T07:57:45.975678Z,213687.jpg,0.0,0.2,False,,u,4,94,0,21259,0,21431,911,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,536,188,520,187,474,170,540,187,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,779,244,391,128,543,183,323,126,0.0,0.0
Vitaly,Janelt,Janelt,53,,,204580,0,0,-2,2,0,3,2.0,1.0,2,2.0,105,False,,,204580.jpg,2.3,0.1,False,,a,4,94,51,11243,375,14287,290,0.4,9.6,1797,0,2,4,32,0,0,0,3,0,0,1,262,273.0,350.8,196.0,82.1,22,1.17,2.13,3.30,26.69,164,67,56,46,120,75,100,64,,,,,,,0.06,0.0,0.11,0.17,1.34,1.6,143,89,173,83,258,112,463,155,1.1,0.2
Andi,Zeqiri,Zeqiri,44,0.0,0.0,204676,0,0,-1,1,0,4,0.0,0.0,0,0.0,155,False,Permanent transfer to Genk,2023-09-06T09:25:40.755182Z,204676.jpg,0.0,0.4,False,,u,5,36,0,25876,0,103824,518,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,658,66,646,66,615,63,662,67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,527,95,559,50,667,70,238,41,0.0,0.0
Jason,Steele,Steele,42,,,49262,0,0,-3,3,1,1,3.7,3.7,0,3.7,148,False,,,49262.jpg,2.9,2.1,False,,a,5,36,38,183594,4252,509300,11154,0.9,9.0,1170,0,0,2,23,0,0,0,0,0,33,5,232,299.8,0.1,0.0,30.0,13,0.00,0.00,0.00,19.52,136,18,490,10,580,59,290,19,,,,,,,0.0,2.54,0.0,0.0,1.5,1.77,636,34,71,6,166,19,134,18,1.0,0.15
Deniz,Undav,Undav,55,0.0,0.0,450434,0,0,0,0,0,4,0.0,0.0,0,0.0,149,False,Season long loan to Stuttgart,2023-08-04T09:40:56.708875Z,450434.jpg,0.0,0.0,False,,u,5,36,0,0,0,4468,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,800,100,800,100,799,100,800,100,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,109,32,781,95,799,100,660,91,0.0,0.0
Jan Paul,van Hecke,Van Hecke,40,,,469142,0,0,0,0,0,2,2.7,2.7,2,2.7,150,False,,,469142.jpg,2.1,2.8,False,,a,5,36,37,406470,30414,257702,12655,0.7,9.2,1468,0,0,2,22,0,0,0,2,0,0,3,268,413.4,71.9,120.0,60.7,16,1.25,0.39,1.64,23.32,63,19,276,86,173,32,153,36,,,,,,,0.08,0.0,0.02,0.1,1.43,1.35,719,207,113,31,275,90,113,45,0.98,0.12
Joël,Veltman,Veltman,43,50.0,0.0,111478,0,0,-2,2,0,2,0.0,0.0,0,0.0,151,False,Knee injury - 50% chance of playing,2023-12-18T00:00:09.805387Z,111478.jpg,1.2,0.4,False,,d,5,36,20,98745,19,168194,1289,0.0,4.7,908,0,1,0,20,0,0,0,1,0,0,0,157,180.4,55.3,49.0,28.5,9,0.23,0.29,0.52,16.28,252,97,309,101,286,86,300,104,,,,,,,0.02,0.0,0.03,0.05,1.61,1.98,598,132,520,213,402,138,237,89,0.89,0.0
Bart,Verbruggen,Verbruggen,44,,,489639,0,0,-1,1,0,1,1.0,1.0,3,1.0,152,False,,,489639.jpg,2.3,0.4,False,,a,5,36,23,37953,906,53432,1144,0.2,5.2,900,0,0,0,15,0,0,0,1,0,30,2,180,262.6,0.0,0.0,26.3,10,0.00,0.00,0.00,15.77,176,21,664,78,635,69,310,21,,,,,,,0.0,3.0,0.0,0.0,1.58,1.5,568,29,239,20,252,27,264,35,1.0,0.0
Adam,Webster,Webster,42,100.0,100.0,110735,0,0,-3,3,0,2,0.0,0.0,0,0.0,153,False,,2023-11-24T20:30:09.752187Z,110735.jpg,1.4,0.2,False,,a,5,36,11,18563,239,36175,385,0.0,2.6,631,0,0,1,13,1,0,0,2,0,0,0,114,127.0,32.5,23.0,18.4,7,0.33,0.14,0.47,11.45,306,121,357,125,369,128,357,127,,,,,,,0.05,0.0,0.02,0.07,1.63,1.85,643,157,504,204,382,134,361,139,1.0,0.14
Danny,Welbeck,Welbeck,57,100.0,100.0,50175,0,0,-3,3,0,4,2.3,2.3,3,2.3,154,False,,2023-10-21T17:30:07.549301Z,50175.jpg,2.5,0.7,False,,a,5,36,38,98123,1206,273722,5701,0.4,6.7,772,2,2,5,13,0,0,0,2,0,0,4,115,151.8,147.6,243.0,54.3,11,2.29,0.92,3.21,13.04,278,33,166,25,84,30,178,32,,,,,3.0,,0.27,0.0,0.11,0.38,1.52,1.52,82,25,148,23,233,36,210,34,1.28,0.58
Igor Julio,dos Santos de Paulo,Igor,43,100.0,100.0,223434,0,0,-2,2,0,2,0.3,0.3,2,0.3,606,False,,2023-12-29T00:00:11.103432Z,223434.jpg,1.1,0.1,False,,a,5,36,14,18311,279,23713,289,0.1,3.3,879,0,0,0,17,0,0,0,4,0,0,1,146,164.2,71.1,10.0,24.6,10,0.10,0.19,0.29,14.32,265,102,279,88,414,151,325,117,,,,,,,0.01,0.0,0.02,0.03,1.47,1.74,616,145,316,104,415,142,402,154,1.02,0.0
Kjell,Scherpen,Scherpen,40,0.0,0.0,240514,0,0,0,0,0,1,0.0,0.0,0,0.0,147,False,Joined Sturm Graz on a season-long loan,2023-07-06T16:30:02.985300Z,240514.jpg,0.0,0.0,False,,u,5,36,0,0,0,33,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,580,69,565,52,522,41,585,69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,693,49,441,61,588,68,801,92,0.0,0.0
Carlos,Baleba,Baleba,45,,,535301,0,0,0,0,0,3,0.3,0.3,1,0.3,690,False,,,535301.jpg,1.0,0.0,False,,a,5,36,14,16496,39,13231,228,0.1,3.1,589,0,0,0,14,0,0,0,4,0,0,0,76,99.4,71.8,24.0,19.6,7,0.40,0.09,0.48,11.11,327,140,277,154,365,182,351,158,,,,,,,0.06,0.0,0.01,0.07,1.7,2.14,479,287,340,158,465,215,519,181,1.07,0.0
Anssumane,Fati Vieira,Ansu Fati,64,100.0,75.0,465607,0,0,-1,1,0,3,0.3,0.2,1,0.3,700,False,,2023-11-25T19:00:10.816004Z,465607.jpg,2.2,0.3,False,,a,5,36,22,178993,829,166810,436,0.0,3.4,288,2,0,1,6,0,0,0,1,0,0,1,58,97.0,54.5,176.0,32.7,2,2.73,0.29,3.02,3.86,329,142,310,167,130,83,274,131,,,,,,,0.85,0.0,0.09,0.94,1.21,1.88,54,32,362,174,273,118,273,88,0.62,0.31
Mark,O’Mahony,O’Mahony,45,,,574402,0,0,0,0,0,4,0.0,0.0,0,0.0,741,False,,,574402.jpg,0.0,0.0,False,,a,5,36,0,3934,197,2860,191,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,751,90,749,92,739,92,756,92,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,488,92,685,79,753,92,617,85,0.0,0.0
Benicio,Baker-Boaitey,Baker-Boaitey,45,,,475480,0,0,0,0,0,3,0.3,0.3,0,0.3,742,False,,,475480.jpg,1.0,0.0,False,,a,5,36,3,636,33,426,31,0.1,0.7,13,0,0,0,0,0,0,0,0,0,0,0,9,3.6,1.3,0.0,0.4,0,0.00,0.03,0.03,0.11,487,218,455,221,693,276,499,226,,,,,,,0.0,0.0,0.21,0.21,0.76,0.0,433,251,337,156,456,208,741,304,0.0,0.0
Ben,Jackson,Jackson,40,,,514154,0,0,0,0,0,2,0.0,0.0,0,0.0,746,False,,,514154.jpg,0.0,0.0,False,,a,5,36,0,2855,226,1622,151,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,616,234,601,233,561,222,621,234,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,739,221,482,185,624,230,587,214,0.0,0.0
Joshua,Duffus,Duffus,44,,,532528,0,0,-1,1,0,3,0.0,0.0,0,0.0,747,False,,,532528.jpg,0.0,0.0,False,,a,5,36,0,420,30,273,21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,676,261,667,264,641,253,681,264,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,581,330,586,213,683,268,753,314,0.0,0.0
Leigh,Kavanagh,Kavanagh,40,,,513836,0,0,0,0,0,2,0.0,0.0,0,0.0,753,False,,,513836.jpg,0.0,0.0,False,,a,5,36,0,689,69,490,65,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,615,233,600,232,560,221,620,233,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,738,220,481,184,623,229,672,236,0.0,0.0
Cameron,Peupion,Peupion,45,,,491598,0,0,0,0,0,3,0.0,0.0,0,0.0,786,False,,,491598.jpg,0.0,0.0,False,,a,5,36,0,29,10,11,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,723,291,718,291,704,284,728,294,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,446,261,651,246,726,294,806,350,0.0,0.0
Luca,Barrington,Barrington,45,,,500052,0,0,0,0,0,3,0.0,0.0,0,0.0,755,False,,,500052.jpg,0.0,0.0,False,,a,5,36,0,229,10,162,20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,729,297,724,297,710,290,734,300,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,453,268,657,252,732,300,774,325,0.0,0.0
Jack,Hinshelwood,Hinshelwood,45,,,532529,0,0,0,0,0,3,4.0,4.0,7,4.0,621,False,,,532529.jpg,3.5,0.2,False,,a,5,36,42,27711,4031,13710,1547,0.9,9.3,866,3,0,2,17,0,0,0,1,0,0,5,155,200.2,118.9,230.0,55.0,8,2.10,0.36,2.46,14.30,233,97,194,122,98,62,174,90,,,,,,,0.22,0.0,0.04,0.26,1.49,1.77,476,285,60,26,97,50,356,112,0.83,0.21
Jeremy,Sarmiento Morante,Sarmiento,45,0.0,0.0,441192,0,0,0,0,0,3,0.0,0.0,0,0.0,146,False,Joined West Bromwich Albion on a season-long loan,2023-07-26T11:28:45.117167Z,441192.jpg,0.0,0.0,False,,u,5,36,0,0,0,1573,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,701,275,696,276,680,267,706,278,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,415,239,627,228,706,279,701,282,0.0,0.0
Steven,Alzate,Alzate,44,0.0,0.0,235382,0,0,-1,1,0,3,0.0,0.0,0,0.0,123,False,Season long loan to Standard Liège,2023-09-08T08:19:00.187945Z,235382.jpg,0.0,0.0,False,,u,5,36,0,2752,0,13358,24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,663,251,652,253,621,239,667,254,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,544,308,568,200,672,259,529,187,0.0,0.0
Kaoru,Mitoma,Mitoma,64,100.0,0.0,451340,0,0,-1,1,2,3,0.0,0.0,0,0.0,143,False,,2023-12-22T02:00:09.537137Z,451340.jpg,3.7,13.5,False,,a,5,36,63,2900960,3290,5351598,24255,0.0,9.8,1320,3,5,0,25,0,0,0,4,0,0,7,211,294.2,346.3,547.0,118.9,13,3.20,3.35,6.55,22.83,144,59,57,47,19,10,39,27,,,,,,,0.22,0.0,0.23,0.45,1.56,1.7,53,31,795,345,76,43,31,12,0.89,0.0
Jakub,Moder,Moder,44,100.0,100.0,243505,0,0,-1,1,0,3,0.3,0.3,0,0.3,144,False,,2023-10-20T15:30:08.340971Z,243505.jpg,0.8,0.1,False,,a,5,36,5,7262,66,10565,121,0.1,1.1,82,0,0,0,2,0,0,0,1,0,0,0,19,19.4,24.4,6.0,5.1,0,0.41,0.16,0.57,1.97,447,198,376,194,420,210,440,201,,,,,,,0.45,0.0,0.18,0.63,2.16,2.2,547,310,325,149,506,241,481,162,0.0,0.0
Simon,Adingra,Adingra,50,0.0,0.0,535818,0,0,0,0,1,3,0.0,0.0,0,0.0,122,False,International Duty - Expected back 18 Feb,2023-12-30T23:00:12.285175Z,535818.jpg,3.3,0.3,False,,i,5,36,56,248132,92,250590,2592,0.0,11.2,1139,4,1,0,23,0,0,0,2,0,0,6,191,276.8,271.9,345.0,89.2,13,2.29,1.42,3.71,18.99,158,65,79,59,56,33,82,57,,,,,,,0.18,0.0,0.11,0.29,1.5,1.82,214,136,754,319,128,62,269,86,1.03,0.0
Yasin,Ayari,Ayari,45,0.0,0.0,509416,0,0,0,0,0,3,0.0,0.0,0,0.0,124,False,Season-long loan to Coventry City,2023-08-23T08:37:48.427770Z,509416.jpg,0.0,0.0,False,,u,5,36,0,483,0,5046,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,730,298,726,299,713,293,735,301,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,457,272,660,255,733,301,648,249,0.0,0.0
Facundo,Buonanotte,Buonanotte,47,100.0,100.0,536916,0,0,-3,3,0,3,3.7,3.7,7,3.7,125,False,,2023-12-29T00:00:09.617892Z,536916.jpg,2.1,0.1,False,,a,5,36,31,8782,1072,9464,668,0.8,6.6,688,2,1,2,10,0,0,0,4,0,0,1,81,148.8,168.8,125.0,44.3,9,1.10,0.56,1.66,11.53,282,115,144,94,168,99,218,109,,,,,,,0.14,0.0,0.07,0.21,1.51,1.31,331,219,77,34,280,120,487,164,1.18,0.26
Aaron,Connolly,Connolly,45,0.0,0.0,233425,0,0,0,0,0,4,0.0,0.0,0,0.0,127,False,Permanent move to Hull City,2023-08-04T09:39:43.029546Z,233425.jpg,0.0,0.0,False,,u,5,36,0,0,0,3890,9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,691,73,686,73,667,71,696,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,397,68,616,58,697,76,641,89,0.0,0.0
Lewis,Dunk,Dunk,50,100.0,100.0,83299,0,0,0,0,1,2,5.0,5.0,9,5.0,129,False,,2023-12-28T22:00:09.818659Z,83299.jpg,2.0,2.9,False,,a,5,36,38,406547,18384,571602,6794,1.0,7.6,1686,2,0,1,33,0,0,0,4,1,0,2,291,474.6,121.0,235.0,83.1,19,2.66,1.60,4.25,30.89,45,12,192,43,92,3,97,14,,,2.0,,,,0.14,0.0,0.09,0.23,1.65,1.76,173,21,42,9,303,104,111,43,1.01,0.05
Julio,Enciso,Enciso,50,0.0,0.0,474120,0,0,-5,5,0,3,0.0,0.0,0,0.0,130,False,Knee injury - Expected back 24 Feb,2023-08-23T21:00:05.704925Z,474120.jpg,4.0,0.4,False,,i,5,36,8,46705,20,386160,189,0.0,1.6,68,0,2,0,1,0,0,0,1,0,0,0,30,39.0,25.0,30.0,9.4,1,0.20,0.58,0.78,2.02,418,185,375,193,340,174,416,192,,,,,,,0.26,0.0,0.77,1.03,2.67,1.32,209,133,752,317,54,34,239,76,1.32,0.0
Pervis,Estupiñán,Estupiñan,51,100.0,100.0,204214,0,0,1,-1,1,2,3.0,3.0,1,3.0,131,False,,2023-11-10T02:00:09.926001Z,204214.jpg,4.2,27.5,False,,a,5,36,46,3647711,31223,5927263,168238,0.6,9.0,756,2,3,2,15,1,0,0,2,0,0,7,206,260.2,259.4,125.0,64.4,9,0.93,1.66,2.59,16.39,178,65,86,15,169,29,142,32,3.0,,,,,,0.11,0.0,0.2,0.31,1.95,1.79,164,18,99,25,41,6,12,4,1.07,0.24
Evan,Ferguson,Ferguson,58,100.0,100.0,487117,0,0,-2,2,1,4,1.3,1.3,2,1.3,132,False,,2023-11-13T01:00:09.032281Z,487117.jpg,2.9,4.6,False,,a,5,36,61,1300825,3645,1532366,31331,0.2,10.5,1095,6,1,2,23,0,0,0,1,0,0,5,205,258.6,86.8,331.0,67.5,12,3.72,0.69,4.41,19.39,180,20,248,35,59,24,128,27,,,,,,,0.31,0.0,0.06,0.37,1.59,1.89,81,24,231,32,177,31,76,12,0.99,0.16
Mahmoud,Dahoud,Dahoud,48,0.0,0.0,168090,0,0,-2,2,0,3,0.0,0.0,0,0.0,128,False,Joined Stuttgart on loan for the rest of the season,2024-02-02T15:28:49.454185Z,168090.jpg,1.6,0.1,False,,u,5,36,14,8538,0,19046,199,0.0,2.9,449,0,1,1,6,0,0,0,1,1,0,0,68,70.4,127.2,24.0,21.7,6,0.22,0.54,0.76,5.16,368,162,181,117,366,183,343,154,,,,,,,0.04,0.0,0.11,0.15,1.03,1.2,288,188,708,285,365,158,477,161,1.2,0.2
Pascal,Groß,Gross,64,100.0,100.0,60307,-1,1,-1,1,1,3,5.3,5.3,11,5.3,134,False,,2023-09-22T14:00:07.601244Z,60307.jpg,4.7,5.3,False,,a,5,36,98,979511,32082,834584,52436,0.8,15.3,1821,3,8,3,28,0,0,0,3,0,0,18,431,627.6,930.0,317.0,187.6,20,3.53,5.40,8.93,30.61,12,4,1,1,63,38,6,4,1.0,,1.0,,2.0,,0.17,0.0,0.27,0.44,1.51,1.38,49,29,38,21,32,21,70,24,0.99,0.15
João Pedro,Junqueira de Jesus,João Pedro,54,0.0,75.0,475168,-1,1,-1,1,2,4,0.0,3.0,8,4.0,135,False,Hamstring injury - Unknown return date,2024-02-09T17:00:08.329252Z,475168.jpg,3.6,10.7,False,,i,5,36,83,2059203,33260,3317861,171970,0.7,15.4,1385,8,2,3,25,0,0,0,2,0,0,11,322,485.2,330.1,644.0,146.0,12,8.65,2.95,11.60,23.45,41,6,63,4,11,7,19,7,,,,,1.0,,0.56,0.0,0.19,0.75,1.52,1.62,125,35,65,14,91,18,39,7,0.78,0.19
Michał,Karbownik,Karbownik,40,0.0,0.0,442229,0,0,0,0,0,2,0.0,0.0,0,0.0,136,False,Permanent transfer to Hertha BSC,2023-08-09T08:35:32.699094Z,442229.jpg,0.0,0.0,False,,u,5,36,0,0,0,2381,11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,588,217,573,216,530,202,593,217,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,706,199,453,167,596,213,670,234,0.0,0.0
Kacper,Kozłowski,Kozłowski,45,0.0,0.0,484658,0,0,0,0,0,3,0.0,0.0,0,0.0,137,False,Joined vitesse on a season long loan,2023-07-20T08:40:22.941077Z,484658.jpg,0.0,0.0,False,,u,5,36,0,0,0,131,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,716,287,711,287,697,280,721,290,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,438,256,644,242,719,290,790,337,0.0,0.0
Adam,Lallana,Lallana,49,100.0,100.0,39155,0,0,-1,1,0,3,0.7,0.7,1,0.7,138,False,,2023-09-29T14:00:08.638239Z,39155.jpg,1.2,0.0,False,,a,5,36,20,5054,66,8930,170,0.1,4.1,516,0,1,1,8,0,0,0,1,0,0,0,59,56.4,149.8,82.0,28.8,8,0.28,1.15,1.43,8.59,386,168,163,107,223,120,298,140,,,,,,,0.05,0.0,0.2,0.25,1.5,1.4,218,140,294,138,409,185,528,186,1.4,0.17
Tariq,Lamptey,Lamptey,39,100.0,100.0,232792,0,0,-1,1,0,2,2.3,2.3,5,2.3,139,False,,2023-11-08T17:00:08.856481Z,232792.jpg,2.0,4.0,False,,a,5,36,16,716037,30321,1015819,6125,0.6,4.1,320,0,3,0,8,0,0,0,2,0,0,0,70,69.4,63.2,25.0,15.5,3,0.25,0.31,0.56,3.64,370,140,293,95,358,123,372,133,,,,,,,0.07,0.0,0.09,0.16,1.02,2.25,783,245,126,38,291,96,85,29,0.84,0.0
Solly,March,March,61,0.0,0.0,109345,0,0,-4,4,1,3,0.0,0.0,0,0.0,140,False,Knee injury - Unknown return date,2023-10-21T17:30:07.514105Z,109345.jpg,5.6,2.1,False,,i,5,36,39,1021761,44,1241088,1494,0.0,6.4,555,3,1,2,11,0,0,0,1,0,0,6,134,197.4,126.5,139.0,46.4,7,2.10,0.97,3.07,10.50,236,98,183,118,157,96,208,101,2.0,,3.0,,,,0.34,0.0,0.16,0.5,1.7,1.78,59,35,793,344,14,9,133,39,1.14,0.32
Tom,McGill,McGill,39,,,209288,0,0,-1,1,0,1,0.0,0.0,0,0.0,141,False,,,209288.jpg,0.0,0.3,False,,a,5,36,0,19963,119,20635,384,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,535,48,519,30,473,19,539,48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,778,79,390,40,542,47,293,41,0.0,0.0
Billy,Gilmour,Gilmour,49,,,243568,0,0,-1,1,1,3,2.3,2.3,2,2.3,133,False,,,243568.jpg,2.3,0.3,False,,a,5,36,51,87124,431,75714,1558,0.5,10.4,1515,0,3,4,28,0,0,0,4,0,0,4,283,223.8,371.3,92.0,68.7,17,0.77,1.96,2.73,27.68,206,84,46,37,208,115,125,74,,,,,,,0.05,0.0,0.12,0.17,1.64,1.66,258,164,141,60,255,110,281,92,1.01,0.24
James,Milner,Milner,48,0.0,0.0,15157,0,0,-2,2,0,3,0.0,0.0,0,1.3,142,False,Muscle injury - Unknown return date,2024-01-31T02:00:10.142491Z,15157.jpg,1.9,0.1,False,,i,5,36,28,9020,11,23528,491,0.3,5.8,770,0,2,4,12,0,0,0,3,0,0,0,146,152.8,253.5,61.0,46.8,11,0.29,2.18,2.47,12.81,277,113,88,66,261,139,204,100,4.0,,,,,,0.03,0.0,0.25,0.28,1.5,1.4,272,175,218,103,316,135,394,126,1.29,0.47
Zeki,Amdouni,Amdouni,53,,,492831,0,0,-2,2,1,4,3.5,4.0,2,4.0,594,False,,,492831.jpg,3.0,0.3,False,,a,6,90,66,105779,910,98106,8198,0.8,12.5,1572,4,1,5,30,0,0,0,1,0,0,9,194,301.2,196.3,394.0,89.0,22,3.72,0.91,4.63,26.71,135,13,121,14,43,18,83,17,,,,,,,0.21,0.0,0.05,0.26,1.53,1.72,148,38,64,13,164,28,298,47,1.26,0.29
Sander,Berge,Berge,47,,,207189,0,0,-3,3,1,3,0.5,1.0,1,1.0,475,False,,,207189.jpg,2.0,0.1,False,,a,6,90,44,13697,144,22507,484,0.2,9.4,1652,1,1,2,39,0,0,0,5,1,0,3,203,270.4,188.6,115.0,57.4,19,1.59,0.48,2.07,35.94,167,70,129,87,179,103,166,87,,,,,,,0.09,0.0,0.03,0.12,1.96,2.12,319,210,253,117,301,126,417,136,1.04,0.11
David Datro,Fofana,D.D.Fofana,50,100.0,100.0,520295,0,0,0,0,0,4,4.5,5.0,11,5.0,200,False,,2023-07-11T09:30:03.546600Z,520295.jpg,7.5,0.1,False,,a,6,90,15,6453,4699,1531,937,1.0,3.0,58,2,1,0,0,0,0,0,1,0,0,3,61,88.2,23.5,42.0,15.4,0,1.05,0.00,1.05,0.81,341,38,380,52,306,50,376,49,,,,,,,1.63,0.0,0.0,1.63,1.26,0.0,213,48,43,10,3,1,488,69,0.0,0.0
Anass,Zaroury,Zaroury,46,0.0,100.0,511783,0,0,-4,4,0,3,0.0,0.3,0,0.3,184,False,Season-long loan to Hull City,2024-02-04T18:45:23.350129Z,511783.jpg,0.7,0.0,False,,u,6,90,4,1951,10,12532,112,0.1,0.9,149,0,0,0,4,0,0,0,0,1,0,0,10,6.8,36.3,19.0,5.6,1,0.16,0.11,0.27,3.36,474,212,349,181,382,191,437,199,,,,,,,0.1,0.0,0.07,0.17,2.03,2.42,350,224,343,159,517,245,580,214,0.6,0.0
Scott,Twine,Twine,49,0.0,0.0,226473,0,0,-1,1,0,3,0.0,0.0,0,0.0,180,False,Season long loan to Hull,2023-08-21T08:28:24.720790Z,226473.jpg,0.0,0.0,False,,u,6,90,0,119,0,2685,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,776,330,773,330,767,326,778,332,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,251,160,730,300,776,331,699,280,0.0,0.0
Victor,da Silva,Vitinho,44,100.0,100.0,441455,0,0,-1,1,0,2,0.8,1.3,1,1.3,182,False,,2023-08-31T02:00:07.534376Z,441455.jpg,1.8,0.1,False,,a,6,90,30,13613,534,19285,1256,0.3,6.8,1401,0,0,2,29,0,0,0,0,0,0,0,154,157.2,104.0,57.0,31.9,16,0.36,0.55,0.91,24.02,275,107,221,56,274,80,280,96,,,,,,,0.02,0.0,0.04,0.06,1.54,1.86,555,115,207,61,333,118,370,144,1.03,0.13
Lawrence,Vigouroux,Vigouroux,39,,,133085,0,0,-1,1,0,1,-0.5,0.0,0,0.0,181,False,,,133085.jpg,0.0,0.3,False,,a,6,90,0,17805,461,16229,427,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,530,43,512,23,466,12,534,43,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,768,72,382,33,537,42,297,42,0.0,0.0
