first_name,second_name,web_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,form,id,in_dreamteam,news,news_added,photo,points_per_game,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Mohamed,Dräger,Dräger,40,0.0,0.0,173399,0,0,0,0,0,2,0.0,0.0,0,0.0,444,False,Transferred to Basel,2023-08-28T07:58:11.676535Z,173399.jpg,0.0,0.1,False,,u,16,17,0,796,0,10666,30,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,563,199,548,198,505,184,568,199,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,675,175,423,144,570,194,508,194,0.0,0.0
Cheikhou,Kouyaté,Kouyaté,48,100.0,25.0,55037,0,0,-2,2,0,3,-0.5,0.0,0,0.0,451,False,,2023-12-30T22:30:10.069057Z,55037.jpg,1.0,0.0,False,,a,16,17,10,897,10,2481,20,0.0,2.1,201,0,0,0,6,0,0,0,2,0,0,0,30,36.0,14.2,19.0,7.0,2,0.24,0.04,0.28,5.82,421,187,407,203,383,192,427,197,,,,,,,0.11,0.0,0.02,0.13,2.61,2.69,276,178,703,281,475,222,622,236,0.9,0.0
William,Osula,Osula,43,100.0,100.0,538207,0,0,-2,2,0,4,2.0,1.5,1,2.0,490,False,,2023-09-13T01:00:07.758026Z,538207.jpg,1.3,1.1,False,,a,17,49,18,279382,2507,326699,8964,0.5,4.2,632,0,1,0,16,0,0,0,4,0,0,0,15,19.8,23.0,178.0,21.4,8,1.55,0.08,1.63,15.38,445,53,382,53,127,36,344,43,,,,,,,0.22,0.0,0.01,0.23,2.19,2.28,634,103,156,27,394,51,182,30,1.14,0.0
Louie,Marsh,Marsh,45,0.0,0.0,532377,0,0,0,0,0,4,0.0,0.0,0,0.0,654,False,Season-long loan to Doncaster Rovers,2023-09-01T21:50:15.739167Z,532377.jpg,0.0,0.0,False,,u,17,49,0,3568,0,4827,20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,744,86,741,87,730,86,749,88,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,475,85,676,73,746,88,612,84,0.0,0.0
Jack,Robinson,Robinson,43,100.0,100.0,83427,-1,1,-2,2,0,2,0.7,0.2,1,0.7,576,False,,2023-12-09T22:00:10.264493Z,83427.jpg,0.9,0.1,False,,a,17,49,20,14289,259,17333,277,0.2,4.7,1870,0,1,1,52,1,0,0,7,0,0,1,250,364.8,74.0,97.0,53.8,20,0.82,0.44,1.26,39.83,92,34,272,83,200,46,182,49,,,,,,,0.04,0.0,0.02,0.06,1.92,2.5,592,127,277,90,493,160,432,167,0.96,0.05
Anis,Slimane,Slimane,47,100.0,100.0,504198,0,0,-3,3,0,3,0.3,-0.2,0,0.3,587,False,,2023-12-30T22:30:10.386994Z,504198.jpg,0.9,0.0,False,,a,17,49,10,832,28,5360,26,0.1,2.1,359,0,0,1,12,1,0,0,2,0,0,0,17,32.6,44.0,58.0,13.5,4,0.81,0.12,0.93,8.51,426,189,333,175,271,144,387,174,,,,,,,0.2,0.0,0.03,0.23,2.13,3.01,328,216,346,162,499,237,630,239,1.0,0.25
Yasser,Larouci,Larouci,43,100.0,100.0,432990,0,0,-2,2,0,2,0.3,-0.2,0,0.3,592,False,,2023-12-30T22:30:10.422438Z,432990.jpg,0.7,0.0,False,,a,17,49,5,1282,49,4438,26,0.1,1.2,284,0,0,0,7,0,0,0,1,0,0,0,38,58.8,14.1,33.0,10.6,2,0.19,0.02,0.21,7.34,382,146,408,148,329,107,407,145,,,,,,,0.06,0.0,0.01,0.07,2.33,2.22,623,149,318,106,515,170,537,201,0.63,0.0
Bénie,Traoré,T.Bénie,51,0.0,0.0,523957,0,0,-4,4,0,4,0.0,0.0,0,0.0,593,False,On loan to Nantes until the end of the season,2024-01-07T13:43:37.473896Z,523957.jpg,1.4,0.0,False,,u,17,49,11,7991,0,13209,72,0.0,2.2,383,0,0,0,13,0,0,0,0,0,0,0,14,25.8,56.7,31.0,11.2,3,0.27,0.46,0.73,11.66,433,51,306,42,334,53,403,52,,,,,,,0.06,0.0,0.11,0.17,2.74,3.05,169,42,759,89,390,48,574,80,0.7,0.0
Vini,de Souza Costa,Vini Souza,50,100.0,100.0,424001,0,0,0,0,0,3,2.0,1.5,2,2.0,638,False,,2023-08-10T15:30:07.083501Z,424001.jpg,1.8,0.0,False,,a,17,49,40,3696,316,3520,114,0.4,8.0,1770,0,0,1,50,0,0,0,2,0,0,1,223,329.0,61.8,71.0,46.2,21,0.22,0.31,0.53,38.60,119,49,295,161,239,128,211,103,,,,,,,0.01,0.0,0.02,0.03,1.96,2.54,204,128,169,79,343,149,604,225,1.07,0.05
Femi,Seriki,Seriki,39,0.0,,471848,0,0,-1,1,0,2,0.0,-0.5,0,0.0,653,False,Season-long loan to Rotherham United,2024-02-04T18:35:31.815466Z,471848.jpg,0.0,0.1,False,,u,17,49,0,6547,147,5532,460,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,543,191,528,190,482,173,547,190,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,791,251,399,132,550,186,446,175,0.0,0.0
Andre,Brooks,Brooks,44,,,538210,0,0,-1,1,0,3,1.0,0.5,1,1.0,655,False,,,538210.jpg,1.4,0.0,False,,a,17,49,15,6381,110,5641,122,0.2,3.4,575,0,0,1,14,0,0,0,1,0,0,0,51,50.4,30.3,44.0,12.6,8,0.32,0.20,0.52,8.68,393,172,361,185,298,157,394,178,,,,,,,0.05,0.0,0.03,0.08,1.36,2.19,582,331,242,115,386,172,558,202,1.25,0.16
Jili,Buyabu,Buyabu,40,0.0,,601496,0,0,0,0,0,2,0.0,-0.5,0,0.0,731,False,Season-long loan to Motherwell,2024-02-04T18:39:25.650359Z,601496.jpg,0.0,0.0,False,,u,17,49,0,1484,19,1174,110,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,630,245,615,244,576,234,635,245,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,754,233,496,196,638,241,633,228,0.0,0.0
Gustavo,Hamer,Hamer,50,100.0,100.0,196100,0,0,0,0,1,3,2.3,1.8,1,2.3,663,False,,2023-12-26T18:30:10.369318Z,196100.jpg,2.8,0.2,False,,a,17,49,58,65916,1259,57423,835,0.5,11.6,1655,2,3,2,41,0,0,0,6,0,0,3,251,305.0,480.0,158.0,94.2,19,1.72,2.04,3.76,33.47,132,58,25,20,147,90,69,50,2.0,,1.0,,,,0.09,0.0,0.11,0.2,1.82,2.23,194,120,142,61,188,82,357,113,1.03,0.11
Tom,Davies,T.Davies,50,100.0,50.0,173807,0,0,0,0,0,3,0.3,-0.1,1,0.3,666,False,,2023-10-06T11:00:10.190930Z,173807.jpg,0.8,0.0,False,,a,17,49,3,657,21,765,26,0.1,0.6,75,0,0,0,5,0,0,0,1,0,0,0,3,8.8,16.6,13.0,3.9,0,0.12,0.06,0.18,2.88,468,209,397,198,407,202,453,205,,,,,,,0.14,0.0,0.07,0.21,3.46,6.0,191,117,355,169,510,244,734,298,0.0,0.0
Luke,Thomas,Thomas,40,0.0,0.0,244619,0,0,0,0,0,2,0.0,0.0,0,0.0,693,False,Loan terminated and has returned to  Leicester City,2024-01-15T07:29:55.802272Z,244619.jpg,0.6,0.1,False,,u,17,49,7,10836,0,8716,311,0.0,1.8,916,0,0,0,29,0,0,0,3,0,0,0,80,127.8,53.9,64.0,24.7,11,0.53,0.18,0.71,21.70,304,119,312,103,255,72,323,116,,,,,,,0.05,0.0,0.02,0.07,2.13,2.85,696,191,444,160,518,171,479,185,1.08,0.0
Ryan,Oné,Oné,44,,,585472,0,0,-1,1,0,3,0.0,-0.5,0,0.0,730,False,,,585472.jpg,1.0,0.0,False,,a,17,49,1,502,45,383,22,0.0,0.2,7,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,1.28,678,263,480,233,643,255,683,266,,,,,,,0.0,0.0,0.0,0.0,16.46,25.71,585,333,588,215,449,204,748,310,0.0,0.0
Sydie,Peck,Peck,44,,,552425,0,0,-1,1,0,3,0.0,-0.5,0,0.0,759,False,,,552425.jpg,1.0,0.0,False,,a,17,49,1,234,89,126,16,0.0,0.2,9,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.12,677,262,491,238,642,254,682,265,,,,,,,0.0,0.0,0.0,0.0,1.2,0.0,584,332,587,214,448,203,767,321,0.0,0.0
Ben,Brereton,Brereton Díaz,50,100.0,100.0,204814,0,0,0,0,0,3,5.3,4.8,2,5.3,775,False,,2024-01-31T01:30:14.702647Z,204814.jpg,5.3,0.2,False,,a,17,49,16,23315,4399,5114,2294,1.1,3.2,175,2,0,0,8,0,0,0,0,0,0,1,45,77.0,13.8,79.0,17.0,3,0.75,0.04,0.79,3.74,356,154,410,204,229,123,366,166,,,,,,,0.39,0.0,0.02,0.41,1.92,4.11,195,121,35,18,17,11,339,103,1.54,0.0
Ivo,Grbic,Grbić,45,0.0,0.0,173268,0,0,0,0,0,1,0.0,0.0,0,0.0,790,False,Concussion - Expected back 18 Feb,2024-01-31T01:30:14.717439Z,173268.jpg,0.0,0.0,False,,i,17,49,0,266,72,109,38,0.0,0.0,51,0,0,0,2,0,0,0,0,0,0,0,4,1.2,0.0,0.0,0.1,1,0.00,0.00,0.00,0.92,506,35,677,83,656,77,520,36,,,,,,,0.0,0.0,0.0,0.0,1.62,3.53,374,20,600,87,689,90,780,91,1.76,0.0
Ben,Osborn,Osborn,48,100.0,100.0,167878,0,0,-2,2,0,3,0.3,-0.2,1,0.3,489,False,,2023-08-27T23:00:07.645002Z,167878.jpg,1.0,0.0,False,,a,17,49,10,890,23,2911,21,0.1,2.1,348,0,0,0,5,0,0,0,2,0,0,0,41,44.6,64.6,11.0,11.8,3,0.12,0.29,0.41,6.31,404,181,289,157,413,205,397,180,,,,,,,0.03,0.0,0.08,0.11,1.63,1.29,287,187,350,166,476,223,668,264,0.78,0.0
Antwoine,Hackford,Hackford,44,0.0,0.0,487836,0,0,-1,1,0,4,0.0,0.0,0,0.0,656,False,On loan to Burton Albion until the end of the season,2024-02-02T15:31:33.418849Z,487836.jpg,1.0,0.1,False,,u,17,49,2,12007,0,11854,347,0.0,0.5,11,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.12,675,69,477,61,634,66,679,70,,,,,,,0.0,0.0,0.0,0.0,0.98,8.18,567,99,581,53,440,54,466,64,0.0,0.0
Oliver,Norwood,Norwood,48,100.0,100.0,79934,0,0,-2,2,0,3,0.3,-0.2,0,0.3,488,False,,2023-12-06T22:00:10.467989Z,79934.jpg,1.8,0.0,False,,a,17,49,35,9960,63,10727,172,0.1,7.3,1273,1,0,0,37,0,0,0,6,0,0,3,193,270.4,250.6,80.0,60.1,14,1.10,1.04,2.14,30.75,168,71,90,68,227,121,155,82,4.0,,,,2.0,,0.08,0.0,0.07,0.15,2.17,2.62,279,180,349,165,338,145,563,205,0.99,0.0
Max,Lowe,Lowe,43,50.0,50.0,155197,0,0,-2,2,0,2,0.0,-0.2,0,0.0,484,False,Muscle injury - 50% chance of playing,2024-01-12T18:00:10.746468Z,155197.jpg,0.9,0.0,False,,d,17,49,6,1522,9,7225,46,0.0,1.4,310,0,0,0,8,0,0,0,1,0,0,0,23,61.6,18.1,18.0,9.7,3,0.58,0.04,0.62,6.61,378,144,393,140,384,135,412,146,,,,,,,0.17,0.0,0.01,0.18,1.92,2.32,602,135,524,216,494,161,567,210,0.87,0.0
Iliman,Ndiaye,Ndiaye,55,0.0,0.0,440993,0,0,0,0,0,4,0.0,0.0,0,0.0,486,False,Permanent transfer to Marseille,2023-08-02T07:28:59.550053Z,440993.jpg,0.0,0.0,False,,u,17,49,0,0,0,2155,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,799,99,799,99,798,99,799,99,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,108,31,780,94,798,99,691,95,0.0,0.0
Rhys,Norrington-Davies,Norrington-Davies,39,100.0,100.0,443211,0,0,-1,1,0,2,0.0,-0.5,-1,0.0,487,False,,2023-08-06T23:30:06.150503Z,443211.jpg,0.2,0.2,False,,a,17,49,1,29266,651,20335,592,0.0,0.3,105,0,0,0,6,0,0,0,1,0,0,0,9,8.2,11.7,2.0,2.0,1,0.00,0.00,0.00,2.58,471,174,418,155,437,160,475,171,,,,,,,0.0,0.0,0.0,0.0,2.21,5.14,789,250,397,131,525,177,334,131,0.86,0.0
Auston,Trusty,Trusty,39,,,201410,0,0,-1,1,0,2,0.3,-0.2,0,0.3,27,False,,,201410.jpg,1.1,2.2,False,,a,17,49,19,301249,3855,187246,7146,0.1,4.9,1441,0,0,1,41,0,0,0,4,0,0,0,192,290.8,56.7,54.0,40.2,16,0.26,0.29,0.55,28.05,147,52,305,99,279,83,232,71,,,,,,,0.02,0.0,0.02,0.04,1.75,2.56,776,242,309,100,414,141,130,56,1.0,0.06
Cameron,Archer,Archer,43,,,433979,0,0,-2,2,0,4,1.0,0.5,1,1.0,33,False,,,433979.jpg,2.8,5.4,False,,a,17,49,59,1397749,15722,1439633,56677,0.2,13.7,1369,3,2,2,35,0,0,0,2,0,0,8,181,198.2,229.8,246.0,67.5,15,2.95,0.75,3.70,28.93,235,30,102,9,83,29,127,26,,,,,,,0.19,0.0,0.05,0.24,1.9,2.3,624,102,236,33,179,32,69,11,0.99,0.13
Mason,Holgate,Holgate,40,100.0,0.0,194164,0,0,0,0,0,2,0.0,0.0,0,0.0,255,False,,2023-08-28T07:56:52.861113Z,194164.jpg,0.0,0.4,False,,a,17,49,0,4909,253,137231,250,0.0,0.0,90,0,0,0,5,0,0,0,0,0,0,0,6,10.4,0.8,12.0,2.3,1,0.34,0.01,0.35,2.27,461,170,463,173,408,148,470,168,,,,,,,0.34,0.0,0.01,0.35,2.27,5.0,676,176,424,145,571,195,260,101,1.0,0.0
James,McAtee,McAtee,44,100.0,100.0,432714,0,0,-1,1,0,3,3.7,3.2,2,3.7,360,False,,2023-12-27T00:00:10.629264Z,432714.jpg,2.7,0.7,False,,a,17,49,52,204009,6526,135897,5394,0.8,11.8,1253,2,3,2,42,0,0,0,2,0,0,0,169,222.4,255.3,194.0,67.2,14,1.31,1.23,2.54,25.85,210,87,87,65,122,77,129,75,3.0,,2.0,,,,0.09,0.0,0.09,0.18,1.86,3.02,553,314,73,31,195,87,204,64,1.01,0.14
Anel,Ahmedhodžić,Ahmedhodžić,43,100.0,100.0,233821,0,0,-2,2,1,2,0.0,-0.5,0,0.0,471,False,,2023-12-22T23:30:11.074150Z,233821.jpg,1.2,0.2,False,,a,17,49,21,14191,768,41018,430,0.0,4.9,1485,1,0,1,45,0,0,0,7,0,0,4,187,301.2,23.6,138.0,46.5,16,2.01,0.12,2.13,34.37,134,47,379,133,158,23,207,61,,,,,,,0.12,0.0,0.01,0.13,2.08,2.73,619,147,536,224,403,139,343,135,0.97,0.06
George,Baldock,Baldock,38,50.0,0.0,82691,0,0,-2,2,0,2,0.0,0.0,0,0.0,473,False,Muscle injury - 50% chance of playing,2024-01-25T18:00:09.610898Z,82691.jpg,1.7,5.5,False,,d,17,49,19,599776,6915,1390897,23216,0.0,5.0,833,0,2,0,18,0,0,0,4,0,0,2,104,159.2,92.0,19.0,26.9,10,0.03,0.59,0.62,18.33,272,105,239,68,379,132,306,107,,,,,,,0.0,0.0,0.06,0.06,1.98,1.94,804,258,369,120,346,119,68,23,1.08,0.0
Chris,Basham,Basham,39,0.0,0.0,40386,0,0,-1,1,0,2,0.0,0.0,0,0.0,474,False,Leg injury - Unknown return date,2023-10-07T21:00:08.209470Z,40386.jpg,1.0,0.4,False,,i,17,49,8,97867,115,113203,776,0.0,2.1,316,0,0,0,6,0,0,0,1,0,0,0,35,69.2,27.4,14.0,11.1,3,0.12,0.07,0.19,7.12,371,141,371,130,399,144,404,144,,,,,,,0.03,0.0,0.02,0.05,2.03,1.71,758,236,372,122,423,145,254,99,0.85,0.0
Jayden,Bogle,Bogle,45,100.0,100.0,226182,0,0,0,0,0,2,0.3,-0.2,-1,0.3,476,False,,2023-12-22T23:30:11.112348Z,226182.jpg,1.7,0.1,False,,a,17,49,33,26124,1084,23554,616,0.1,7.3,1487,1,2,2,39,0,0,0,7,0,0,0,180,243.6,118.5,128.0,48.9,17,1.20,0.75,1.95,29.31,193,70,196,45,166,27,197,56,,,,,,,0.07,0.0,0.05,0.12,1.77,2.36,394,74,333,116,350,122,410,160,1.03,0.12
Jordan,Amissah,Amissah,39,,,538206,0,0,-1,1,0,1,0.0,-0.5,0,0.0,472,False,,,538206.jpg,0.0,0.3,False,,a,17,49,0,26478,298,28245,461,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,548,56,533,39,488,28,552,56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,798,88,405,48,555,55,274,39,0.0,0.0
Ismaila,Coulibaly,Coulibaly,44,0.0,100.0,476938,0,0,-1,1,0,3,0.0,-0.5,0,0.0,478,False,Season-long loan to AIK,2024-02-04T18:51:36.229561Z,476938.jpg,0.0,0.0,False,,u,17,49,0,4541,15,6313,151,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,673,259,662,261,631,247,677,262,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,561,318,579,208,681,266,557,201,0.0,0.0
Rhian,Brewster,Brewster,49,100.0,0.0,195473,0,0,-1,1,0,4,-0.7,0.0,0,-0.7,477,False,,2024-01-22T01:00:10.465177Z,195473.jpg,0.6,0.0,False,,a,17,49,5,3247,148,8340,76,-0.1,1.0,200,0,0,0,5,0,0,0,0,1,0,0,9,14.4,15.2,27.0,5.8,2,0.03,0.05,0.08,4.74,454,54,400,54,353,55,432,54,,,,,3.0,,0.01,0.0,0.02,0.03,2.13,2.25,239,52,809,104,520,68,568,79,0.9,0.0
Daniel,Jebbison,Jebbison,48,25.0,25.0,523700,0,0,-2,2,0,4,0.0,-0.1,0,0.0,483,False,Illness - 25% chance of playing,2023-08-06T23:30:06.119901Z,523700.jpg,0.0,0.0,False,,d,17,49,0,1886,63,2895,42,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,765,93,762,94,756,94,768,94,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,304,62,713,82,766,94,669,93,0.0,0.0
Wes,Foderingham,Foderingham,45,,,82143,0,0,0,0,0,1,1.3,0.8,1,1.3,482,False,,,82143.jpg,2.3,0.3,False,,a,17,49,53,52382,1331,55416,1214,0.3,11.8,2018,0,0,1,57,1,0,0,2,0,97,7,390,681.2,0.0,0.0,68.2,22,0.00,0.03,0.03,44.48,3,2,671,80,647,71,126,2,,,,,,,0.0,4.33,0.0,0.0,1.98,2.54,357,14,210,17,253,28,272,38,0.98,0.04
Oliver,McBurnie,McBurnie,54,75.0,100.0,169432,0,0,-1,1,0,4,2.8,3.2,0,3.7,485,False,Calf injury - 75% chance of playing,2024-02-05T14:00:09.183263Z,169432.jpg,3.1,0.0,False,,d,17,49,40,12441,225,14096,1074,0.7,7.4,785,4,2,0,26,0,0,0,1,2,0,5,134,248.8,119.3,293.0,66.1,9,3.83,1.20,5.02,19.14,189,22,193,29,72,27,133,29,,,,,1.0,,0.44,0.0,0.14,0.58,2.19,2.98,113,33,81,17,152,27,523,74,1.03,0.0
John,Egan,Egan,43,0.0,0.0,108416,0,0,-2,2,0,2,0.0,0.0,0,0.0,480,False,Leg injury - Unknown return date,2023-09-30T23:00:09.253470Z,108416.jpg,0.2,0.1,False,,i,17,49,1,4499,49,15163,79,0.0,0.2,482,0,0,0,17,0,0,0,2,0,0,0,54,91.2,1.4,38.0,13.1,6,0.17,0.00,0.17,14.85,336,130,454,169,312,97,389,140,,,,,,,0.03,0.0,0.0,0.03,2.77,3.17,596,130,519,212,526,178,496,191,1.12,0.0
Adam,Davies,A.Davies,40,100.0,100.0,102549,0,0,0,0,0,1,0.0,-0.5,0,0.0,479,False,,2023-10-12T09:30:10.081141Z,102549.jpg,0.0,0.2,False,,a,17,49,0,8876,217,14450,208,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,555,61,540,44,497,33,560,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,665,41,414,53,562,60,348,52,0.0,0.0
John,Fleck,Fleck,49,0.0,100.0,47247,0,0,-1,1,0,3,0.0,-0.5,0,0.0,481,False,Transferred to Blackburn Rovers,2024-02-04T18:53:18.011553Z,47247.jpg,0.8,0.0,False,,u,17,49,3,683,2,1347,23,0.0,0.6,89,0,0,0,5,0,0,0,1,0,0,0,13,5.4,26.0,2.0,3.3,1,0.00,0.35,0.35,3.15,479,214,373,191,450,224,461,210,,,,,,,0.0,0.0,0.35,0.35,3.19,5.06,219,141,714,288,509,243,720,291,1.01,0.0
Guglielmo,Vicario,Vicario,53,,,184254,0,0,3,-3,1,1,1.3,1.3,1,1.3,520,False,,,184254.jpg,3.2,8.6,False,,a,18,6,74,1359875,10271,707267,45388,0.2,14.0,2070,0,0,5,35,0,0,0,2,0,70,7,446,620.2,0.0,0.0,62.1,23,0.00,0.00,0.00,40.75,13,6,793,92,791,90,150,6,,,,,,,0.0,3.04,0.0,0.0,1.77,1.52,140,4,226,18,138,17,46,10,1.0,0.22
Pape Matar,Sarr,Sarr,44,100.0,75.0,482442,0,0,-1,1,0,3,0.3,0.2,1,0.3,513,False,,2023-12-30T22:30:10.203117Z,482442.jpg,2.8,1.5,False,,a,18,6,54,604166,6287,582829,4373,0.1,12.3,1190,2,2,7,11,0,0,0,4,0,0,2,254,278.2,246.7,235.0,76.4,16,2.23,1.03,3.26,19.83,156,64,94,70,90,58,115,70,,,,,,,0.17,0.0,0.08,0.25,1.5,0.83,564,320,327,150,183,80,155,46,1.21,0.53
Ryan,Sessegnon,Sessegnon,44,0.0,0.0,184349,0,0,-1,1,0,2,0.0,0.0,0,0.0,514,False,Hamstring injury - Unknown return date,2024-01-25T17:30:09.780054Z,184349.jpg,0.0,0.0,False,,i,18,6,0,788,23,1140,23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,655,253,643,253,612,248,659,253,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,520,97,555,228,664,251,711,246,0.0,0.0
Radu,Dragusin,Drăgușin,44,,,493125,-1,1,-1,1,0,2,1.0,1.0,1,1.0,777,False,,,493125.jpg,1.0,0.0,False,,a,18,6,3,7162,338,2830,955,0.2,0.7,8,0,0,0,1,0,0,0,0,0,0,0,10,6.4,0.3,0.0,0.7,0,0.00,0.00,0.00,1.50,476,175,478,177,639,252,489,176,,,,,,,0.0,0.0,0.0,0.0,16.88,11.25,575,121,241,74,445,155,521,196,0.0,0.0
Son,Heung-min,Son,96,100.0,0.0,85971,-1,1,6,-6,3,3,0.0,0.0,0,0.0,516,True,,2023-12-30T22:30:10.238220Z,85971.jpg,6.8,15.3,False,,a,18,6,136,6246523,70249,5539100,105025,0.0,14.2,1690,12,5,6,27,1,0,0,1,0,0,18,442,631.8,486.3,685.0,180.2,20,7.04,4.21,11.25,32.59,10,3,22,17,8,4,8,6,,,,,1.0,,0.37,0.0,0.22,0.59,1.74,1.44,5,3,803,350,5,2,26,10,1.07,0.32
Djed,Spence,Spence,40,0.0,0.0,232859,0,0,0,0,0,2,0.0,0.0,0,0.0,517,False,Season-long loan to Leeds United,2023-08-31T08:53:56.855071Z,232859.jpg,0.0,0.2,False,,u,18,6,0,6594,0,46627,166,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,577,209,562,208,519,194,582,209,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,690,186,438,155,585,205,321,125,0.0,0.0
Japhet,Tanganga,Tanganga,40,0.0,0.0,199584,0,0,0,0,0,2,0.0,0.0,0,0.0,518,False,Season-long loan to Augsburg,2023-09-01T15:33:02.832710Z,199584.jpg,0.0,0.3,False,,u,18,6,0,11423,0,67707,272,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,567,203,552,202,509,188,572,203,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,680,180,428,149,575,199,280,106,0.0,0.0
Destiny,Udogie,Udogie,49,100.0,100.0,487053,1,-1,4,-4,3,2,5.0,5.0,4,5.0,519,False,,2023-12-16T08:00:10.290081Z,487053.jpg,3.1,10.9,False,,a,18,6,62,2908780,104059,2107475,22577,1.0,12.7,1682,2,3,4,31,0,0,0,5,1,0,8,295,435.4,277.0,238.0,95.1,20,2.22,1.94,4.16,37.47,54,15,77,14,87,2,66,6,,,,,,,0.12,0.0,0.1,0.22,2.0,1.66,268,30,41,8,148,38,38,11,1.07,0.21
Alfie,Whiteman,Whiteman,39,0.0,0.0,175941,0,0,-1,1,0,1,0.0,0.0,0,0.0,521,False,Ankle injury - Unknown return date,2023-08-11T16:00:08.892883Z,175941.jpg,0.0,0.2,False,,i,18,6,0,17523,53,24752,339,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,534,47,518,29,472,18,538,47,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,775,78,388,39,541,46,317,45,0.0,0.0
Timo,Werner,Werner,65,,,165153,0,0,0,0,0,4,4.0,4.0,2,4.0,776,False,,,165153.jpg,4.0,0.8,False,,a,18,6,12,145761,6903,64168,31768,0.6,1.8,254,0,2,0,5,0,0,0,0,0,0,0,47,43.0,67.2,68.0,17.8,3,0.45,0.91,1.36,3.33,410,46,286,38,247,48,361,46,,,,,,,0.16,0.0,0.32,0.48,1.18,1.77,46,18,68,15,57,11,199,32,1.06,0.0
